time,v_cap
0.0,0.3225806451440219
0.0001,0.8844953172997687
0.0002,1.6031687420267096
0.00030000000000000003,2.4018944881513944
0.0004,3.2136478646336517
0.0005,3.9835362089982302
0.0006000000000000001,4.669992214871767
0.0007000000000000001,5.244876592505373
0.0008000000000000001,5.692694535864724
0.0009000000000000002,6.009148068107507
0.0010000000000000002,6.199246202181206
0.0011000000000000003,6.27518042583433
0.0012000000000000003,6.254147997605631
0.0013000000000000004,6.156273587409318
0.0014000000000000004,6.00274431498267
0.0015000000000000005,5.814237203484243
0.0016000000000000005,5.6096839063686
0.0017000000000000006,5.4053871238792945
0.0018000000000000006,5.214477645589343
0.0019000000000000006,5.04668112088063
0.0020000000000000005,4.908349657085074
0.0021000000000000003,4.802704949730978
0.0022,4.7302363173744135
0.0023,4.689197979816447
0.0024,4.676154288843276
0.0024999999999999996,4.686528454178969
0.0025999999999999994,4.715118686483626
0.0026999999999999993,4.756554764226947
0.002799999999999999,4.805677099372689
0.002899999999999999,4.857828846253506
0.0029999999999999988,4.909059038252563
0.0030999999999999986,4.956240867124051
0.0031999999999999984,4.997113898034071
0.0032999999999999982,5.030262218889515
0.003399999999999998,5.055042333490912
0.003499999999999998,5.071475177565712
0.0035999999999999977,5.080116168348198
0.0036999999999999976,5.081915923175726
0.0037999999999999974,5.078082438995172
0.0038999999999999972,5.069953341667533
0.0039999999999999975,5.058884498057851
0.004099999999999998,5.04615901023653
0.004199999999999998,5.032918518209137
0.004299999999999998,5.020116925476904
0.0043999999999999985,5.0084951929729415
0.004499999999999999,4.998574749821679
0.004599999999999999,4.990666342777711
0.004699999999999999,4.984890765281005
0.0048,4.981207829489479
0.0049,4.979450116710583
0.005,4.979358403933242
0.0051,4.98061615647094
0.005200000000000001,4.9828810421368095
0.005300000000000001,4.985812010255813
0.005400000000000001,4.989091046899595
0.005500000000000001,4.992439233188978
0.005600000000000002,4.995627173276674
0.005700000000000002,4.998480208976415
0.005800000000000002,5.000879093647033
0.0059000000000000025,5.002756960708947
0.006000000000000003,5.004093499540586
0.006100000000000003,5.004907255010462
0.006200000000000003,5.005246910616581
0.0063000000000000035,5.005182314332449
0.006400000000000004,5.004795875936084
0.006500000000000004,5.0041748189331186
0.006600000000000004,5.003404621544624
0.0067000000000000046,5.002563839780174
0.006800000000000005,5.0017203790910525
0.006900000000000005,5.000929174771777
0.007000000000000005,5.000231158100469
0.007100000000000006,4.999653326066026
0.007200000000000006,4.999209696586108
0.007300000000000006,4.998902916203666
0.007400000000000006,4.998726290253478
0.007500000000000007,4.9986660227518165
0.007600000000000007,4.9987034809086675
0.007700000000000007,4.998817333399274
0.0078000000000000074,4.998985448875693
0.007900000000000008,4.999186478638893
0.008000000000000007,4.999401082493746
0.008100000000000007,4.999612787760864
0.008200000000000006,4.999808497027057
0.008300000000000005,4.9999786798624095
0.008400000000000005,5.000117297302863
0.008500000000000004,5.0002215156932115
0.008600000000000003,5.00029126912121
0.008700000000000003,5.000328727977783
0.008800000000000002,5.000337726098936
0.008900000000000002,5.0003231914643775
0.009000000000000001,5.000290616493599
0.0091,5.000245594449812
0.0092,5.000193439066121
0.0093,5.000138895826633
0.009399999999999999,5.000085945789871
0.009499999999999998,5.0000376966996205
0.009599999999999997,4.999996351513998
0.009699999999999997,4.9999632413989215
0.009799999999999996,4.999938908580418
0.009899999999999996,4.999923224060341
0.009999999999999995,4.999915525853185
0.010099999999999994,4.999914764853679
0.010199999999999994,4.999919647447399
0.010299999999999993,4.99992876629412
0.010399999999999993,4.999940713135401
0.010499999999999992,4.99995416982769
0.010599999999999991,4.999967975942254
0.01069999999999999,4.999981173106096
0.01079999999999999,4.99999302772491
0.01089999999999999,5.000003034806198
0.010999999999999989,5.000010906293914
0.011099999999999988,5.000016547665027
0.011199999999999988,5.000020026569775
0.011299999999999987,5.000021537078764
0.011399999999999987,5.000021362693822
0.011499999999999986,5.000019840748288
0.011599999999999985,5.000017330224571
0.011699999999999985,5.0000141844038515
0.011799999999999984,5.000010729177209
0.011899999999999984,5.0000072473217045
0.011999999999999983,5.000003968601345
0.012099999999999982,5.000001065204191
0.012199999999999982,4.999998651777179
0.012299999999999981,4.9999967891665404
0.01239999999999998,4.999995490905277
0.01249999999999998,4.999994731497461
0.01259999999999998,4.999994455670349
0.012699999999999979,4.999994587610068
0.012799999999999978,4.999995039868864
0.012899999999999977,4.999995721258604
0.012999999999999977,4.999996543457832
0.013099999999999976,4.999997426155083
0.013199999999999976,4.99999830067995
0.013299999999999975,4.999999112180322
0.013399999999999974,4.999999820486722
0.013499999999999974,5.0000003998620866
0.013599999999999973,5.000000837868849
0.013699999999999973,5.000001133597271
0.013799999999999972,5.000001295492941
0.013899999999999971,5.000001339001187
0.01399999999999997,5.000001284215818
0.01409999999999997,5.00000115368304
0.01419999999999997,5.000000970472208
0.014299999999999969,5.000000756586227
0.014399999999999968,5.000000531748413
0.014499999999999968,5.000000312571238
0.014599999999999967,5.0000001120866555
0.014699999999999967,4.99999993959833
0.014799999999999966,4.999999800803005
0.014899999999999965,4.99999969812109
0.014999999999999965,4.999999631174628
0.015099999999999964,4.9999995973533045
0.015199999999999964,4.99999959241492
0.015299999999999963,4.999999611074929
0.015399999999999962,4.999999647549127
0.015499999999999962,4.999999696023528
0.015599999999999961,4.9999997510352285
0.01569999999999996,4.9999998077568995
0.01579999999999996,4.999999862185213
0.01589999999999996,4.999999911239637
0.01599999999999996,4.999999952782575
0.016099999999999958,4.99999998557477
0.016199999999999957,5.0000000091813845
0.016299999999999957,5.000000023844363
0.016399999999999956,5.000000030335831
0.016499999999999956,5.000000029805661
0.016599999999999955,5.0000000236341835
0.016699999999999954,5.0000000132985205
0.016799999999999954,5.000000000258558
0.016899999999999953,4.999999985866091
0.016999999999999953,4.999999971298539
0.017099999999999952,4.999999957516729
0.01719999999999995,4.999999945244826
0.01729999999999995,4.9999999349694235
0.01739999999999995,4.9999999269541275
0.01749999999999995,4.999999921265711
0.01759999999999995,4.999999917807901
0.01769999999999995,4.9999999163591475
0.017799999999999948,4.999999916611167
0.017899999999999947,4.999999918205615
0.017999999999999947,4.999999920766896
0.018099999999999946,4.9999999239297335
0.018199999999999945,4.999999927360739
0.018299999999999945,4.999999930773751
0.018399999999999944,4.999999933939155
0.018499999999999944,4.999999936687752
0.018599999999999943,4.9999999389099825
0.018699999999999942,4.999999940551451
0.018799999999999942,4.999999941605759
0.01889999999999994,4.999999942105626
0.01899999999999994,4.999999942113212
0.01909999999999994,4.999999941710404
0.01919999999999994,4.999999940989717
0.01929999999999994,4.99999994004627
0.019399999999999938,4.999999938971142
0.019499999999999938,4.999999937846277
0.019599999999999937,4.999999936740972
0.019699999999999936,4.999999935709847
0.019799999999999936,4.999999934792167
0.019899999999999935,4.999999934012276
0.019999999999999934,4.999999933380918
0.020099999999999934,4.9999999328971745
0.020199999999999933,4.99999993255078
0.020299999999999933,4.999999932324595
0.020399999999999932,4.999999932197043
0.02049999999999993,4.999999932144361
0.02059999999999993,4.9999999321425515
0.02069999999999993,4.999999932168983
